participant,question,questionText,truth,estimate
108,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,5.0
109,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,15.0
110,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,35.0
111,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,5.0
112,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,20.0
113,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,30.0
114,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,11.0
115,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,30.0
116,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,25.0
117,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,10.0
118,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,15.0
119,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,11.0
120,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,20.0
121,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,15.0
122,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,10.0
123,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,10.0
124,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,14.0
125,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,5.0
126,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,12.0
127,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,5.0
128,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,30.0
129,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,30.0
130,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,20.0
131,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,18.0
132,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,12.0
133,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,20.0
134,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,15.0
135,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,75.0
136,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,10.0
137,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,25.0
138,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,5.0
139,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,25.0
140,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,20.0
141,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,80.0
142,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,15.0
143,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,15.0
144,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,18.0
145,33,"In between the 45th and the 65th minute, what percentage of the first goals of a game (for either team) are scored?",21.61,15.0
1,34,"In between the 70th and the 85th minute, what percentage of the first goals of a game (for either team) are scored?",11.5,5.0
2,34,"In between the 70th and the 85th minute, what percentage of the first goals of a game (for either team) are scored?",11.5,10.0
3,34,"In between the 70th and the 85th minute, what percentage of the first goals of a game (for either team) are scored?",11.5,20.0
4,34,"In between the 70th and the 85th minute, what percentage of the first goals of a game (for either team) are scored?",11.5,50.0
5,34,"In between the 70th and the 85th minute, what percentage of the first goals of a game (for either team) are scored?",11.5,65.0
6,34,"In between the 70th and the 85th minute, what percentage of the first goals of a game (for either team) are scored?",11.5,50.0
7,34,"In between the 70th and the 85th minute, what percentage of the first goals of a game (for either team) are scored?",11.5,10.0
8,34,"In between the 70th and the 85th minute, what percentage of the first goals of a game (for either team) are scored?",11.5,10.0
9,34,"In between the 70th and the 85th minute, what percentage of the first goals of a game (for either team) are scored?",11.5,1.0
10,34,"In between the 70th and the 85th minute, what percentage of the first goals of a game (for either team) are scored?",11.5,60.0
